question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column
Q212,Does the entity have a framework/policy on cybersecurity and risks related to data privacy,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,45.1078,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,45.1078,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,39.1091,Assurer Has Assured Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,38.8711,High Confidence,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy
Q213,Does the company’s policy on cybersecurity and risks related to data privacy extend to its value chain partners,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,30.5925,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,30.5925,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,29.3656,Remarks For Assurance Of Whether The Enlisted Policies Extend To Your Value Chain Partners,25.873,High Confidence,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy
Q214,Provide number of instances of data breaches along with their impact on the company,Number Of Instances Of Data Breaches Along With Impact,42.73,Number Of Instances Of Data Breaches Along With Impact,42.73,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,39.6803,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,39.4833,High Confidence,Number Of Instances Of Data Breaches Along With Impact
Q215,Does the company conduct cybersecurity assessment by a third party,Water Discharge By Sent To Third Parties,13.6959,Water Withdrawal By Third Party Water,14.2825,Water Discharge By Sent To Third Parties,13.6959,Water Withdrawal By Third Party Water - Previous Year,13.1557,Ambiguous,Water Discharge By Sent To Third Parties
Q216,"Does the entity comply with ISO 27001:2013, ISO 22301:2019 OR PCI DSS standards to safeguard the customer data",Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,22.9404,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,22.9404,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,22.2674,Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,22.1767,Ambiguous,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer
Q217,Does the organisation conduct training on data privacy and awareness programs for information security to its customers/employees,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,25.6587,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,26.9121,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,26.0066,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,25.6587,Ambiguous,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers
Q218,Does the company have a communication plan for engaging with the communities affected with aircraft noise,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,18.3182,Does The Entity Have ABusiness Continuity And Disaster Management Plan,21.1766,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.4913,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,18.3182,High Confidence,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan
Q219,Does the company comply with Maritime Labour Convention adopted by International Labour Organisation in 2006,Whether Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Is Assured By Assurer,13.3676,Whether Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Is Assured By Assurer,13.3676,Remarks For Assurance Of Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals,13.2801,Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Explanatory Text Block,13.1491,Low Confidence,Whether Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Is Assured By Assurer
Q220,Is the company’s training centre for its seafarers certified or has got validated by any institution,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer,17.5136,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer,17.5136,Has The Entity Conducted Life Cycle Perspective Or Assessments For Any Of Its Products Or For Its Services,16.0822,Assurer Has Assured Whether The Entity Conducted Life Cycle Perspective Or Assessments For Any Of Its Products Or For Its Services,14.9844,High Confidence,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer
Q221,Does the company have agreements which safeguard the wellbeing of farm workers through the Agricultural Labour Practices Code,Remarks For Assurance Of Details Of Financial Year For Which Reporting Is Being Done,16.3848,Remarks For Assurance Of Details Of Financial Year For Which Reporting Is Being Done,16.3848,Assurance Sub Type For Details Of Financial Year For Which Reporting Is Being Done,15.7326,Whether Details Of Financial Year For Which Reporting Is Being Done Is Assured By Assurer,15.2463,Ambiguous,Remarks For Assurance Of Details Of Financial Year For Which Reporting Is Being Done
Q222,Does the company ensure its jewellery meet BIS hallmark standards for quality assurance,Remarks For Assurance Of Measures Taken By The Entity To Ensure ASafe And Healthy Work Place,17.2141,Remarks For Assurance Of Measures Taken By The Entity To Ensure ASafe And Healthy Work Place,17.2141,Assurance Sub Type For Measures Taken By The Entity To Ensure ASafe And Healthy Work Place,15.8169,Remarks For Assurance Of Details Of Measures For The Well Being Of Employees And Workers And Spending On It,15.6889,High Confidence,Remarks For Assurance Of Measures Taken By The Entity To Ensure ASafe And Healthy Work Place
Q223,Is the education institute providing placement assistance to its students,It Is Planned To Be Done In The Next Financial Year - Principle3 Member,15.9379,It Is Planned To Be Done In The Next Financial Year - Principle8 Member,15.9379,It Is Planned To Be Done In The Next Financial Year - Principle7 Member,15.9379,It Is Planned To Be Done In The Next Financial Year - Principle5 Member,15.9379,Ambiguous,It Is Planned To Be Done In The Next Financial Year - Principle3 Member
Q224,Does the company have a editorial policy,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,14.7008,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.3911,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,14.7008,Assurer Has Assured Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,14.4325,High Confidence,Remarks For Assurance Of Whether The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016
Q225,Does the company implement strategies to control and reduce the amount of construction and demolition waste from buildings that are constructed or are part of portfolio,Construction And Demolition Waste,30.9528,Construction And Demolition Waste,30.9528,Construction And Demolition Waste - Previous Year,28.3018,Amount Of Recycled - Hazardous Waste Member,26.3776,High Confidence,Construction And Demolition Waste
Q226,Does the company have programs established to measure food loss and waste,Steps Taken To Address The Waste Collection Plan Explanatory Text Block,22.3217,Waste Recovered Through Recycled,23.3311,Steps Taken To Address The Waste Collection Plan Explanatory Text Block,22.3217,Amount Of Recycled - Hazardous Waste Member,22.1968,High Confidence,Steps Taken To Address The Waste Collection Plan Explanatory Text Block
