question_id,question_text,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
558,Does the entity disclose the details of beneficiaries of CSR projects,Remarks For Assurance Of Details Of Beneficiaries Of CSRProjects,12.9197,Remarks For Assurance Of Details Of Beneficiaries Of CSRProjects,12.9197,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,12.6353,Assurance Sub Type For Details Of Beneficiaries Of CSRProjects,12.5833,Low Confidence,Remarks For Assurance Of Details Of Beneficiaries Of CSRProjects,8.1053,0.5441,0,Weak Match - Review
711,"Does the company conduct impact assessments for CSR projects? If yes, provide details",Name And Brief Details Of Project - Environmental Impact Assessments Of Project1,13.3714,Whether Details Of Total Energy Consumption And Energy Intensity Applicable To The Company,14.3168,Name And Brief Details Of Project - Environmental Impact Assessments Of Project20,13.3714,Name And Brief Details Of Project - Environmental Impact Assessments Of Project16,13.3714,Low Confidence,Name And Brief Details Of Project - Environmental Impact Assessments Of Project1,9.9523,0.6265,0,Weak Match - Review
613,Does the company conduct of assessment of negative impacts of its operation on the communities,Details Of Negative Social Impact Identified - Negative Social Impact Identified1,17.2261,Details Of Negative Social Impact Identified - Negative Social Impact Identified1,17.2261,Details Of Negative Social Impact Identified - Negative Social Impact Identified3,17.2261,Details Of Negative Social Impact Identified - Negative Social Impact Identified2,17.2261,Ambiguous,Details Of Negative Social Impact Identified - Negative Social Impact Identified1,11.3264,0.7436,0,Failed Verification
612,Provide details of actions taken to mitigate any negative social impacts identified in the Social Impact Assessments,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,42.7651,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,42.7651,Assurance Sub Type For Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,42.1291,Whether Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments Is Assured By Assurer,41.0919,Ambiguous,Remarks For Assurance Of Details Of Actions Taken To Mitigate Any Negative Social Impacts Identified In The Social Impact Assessments,50.808,0.4771,0,Mathematically Verified
523,Does the entity have a framework/policy on cybersecurity and risks related to data privacy,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,45.1078,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,45.1078,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,39.1091,Assurer Has Assured Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,38.8711,High Confidence,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,38.9531,0.5281,0,Weak Match - Review
724,Does the company’s policy on cybersecurity and risks related to data privacy extend to its value chain partners,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,30.5925,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,30.5925,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,29.3656,Remarks For Assurance Of Whether The Enlisted Policies Extend To Your Value Chain Partners,25.873,High Confidence,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,34.1694,0.6566,0,Weak Match - Review
525,Provide number of instances of data breaches along with their impact on the company,Number Of Instances Of Data Breaches Along With Impact,42.73,Number Of Instances Of Data Breaches Along With Impact,42.73,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,39.6803,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,39.4833,High Confidence,Number Of Instances Of Data Breaches Along With Impact,40.2754,0.6301,0,Weak Match - Review
718,Does the company conduct cybersecurity assessment by a third party,Water Discharge By Sent To Third Parties,13.6959,Water Withdrawal By Third Party Water,14.2825,Water Discharge By Sent To Third Parties,13.6959,Water Withdrawal By Third Party Water - Previous Year,13.1557,Ambiguous,Water Discharge By Sent To Third Parties,8.1834,0.6818,0,Weak Match - Review
524,"Does the entity comply with ISO 27001:2013, ISO 22301:2019 OR PCI DSS standards to safeguard the customer data",Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,22.9404,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,22.9404,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,22.2674,Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,22.1767,Ambiguous,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,9.4804,0.7826,0.004,Failed Verification
730,Does the organisation conduct training on data privacy and awareness programs for information security to its customers/employees,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,25.6587,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,26.9121,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,26.0066,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,25.6587,Ambiguous,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,18.7527,0.7537,0,Failed Verification
709,Does the company have a communication plan for engaging with the communities affected with aircraft noise,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,18.3182,Does The Entity Have ABusiness Continuity And Disaster Management Plan,21.1766,Does The Entity Have An Equal Opportunity Policy As Per The Rights Of Persons With Disabilities Act2016,18.4913,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,18.3182,High Confidence,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,15.005,0.6842,0,Weak Match - Review
708,Does the company comply with Maritime Labour Convention adopted by International Labour Organisation in 2006,Whether Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Is Assured By Assurer,13.3676,Whether Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Is Assured By Assurer,13.3676,Remarks For Assurance Of Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals,13.2801,Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Explanatory Text Block,13.1491,Low Confidence,Whether Details Of Waste Management Practices Adopted In Your Establishments And The Strategy Adopted By Company To Reduce Usage Of Hazardous And Toxic Chemicals Is Assured By Assurer,12.2356,0.7676,0,Failed Verification
710,Is the company’s training centre for its seafarers certified or has got validated by any institution,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer,17.5136,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer,17.5136,Has The Entity Conducted Life Cycle Perspective Or Assessments For Any Of Its Products Or For Its Services,16.0822,Assurer Has Assured Whether The Entity Conducted Life Cycle Perspective Or Assessments For Any Of Its Products Or For Its Services,14.9844,High Confidence,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer,12.2068,0.7619,0,Failed Verification
642,Does the company have agreements which safeguard the wellbeing of farm workers through the Agricultural Labour Practices Code,Remarks For Assurance Of Details Of Financial Year For Which Reporting Is Being Done,16.3848,Remarks For Assurance Of Details Of Financial Year For Which Reporting Is Being Done,16.3848,Assurance Sub Type For Details Of Financial Year For Which Reporting Is Being Done,15.7326,Whether Details Of Financial Year For Which Reporting Is Being Done Is Assured By Assurer,15.2463,Ambiguous,Remarks For Assurance Of Details Of Financial Year For Which Reporting Is Being Done,4.6324,0.7075,0.03,Failed Verification
