question_id,original_question_text,combined_query,global_optimal_match,optimal_score,alt_match_1,alt_score_1,alt_match_2,alt_score_2,alt_match_3,alt_score_3,confidence_flag,final_selected_column,true_bm25_score,ncd_score,p_value,verification_status
Q212,Does the entity have a framework/policy on cybersecurity and risks related to data privacy,Does the entity have a framework/policy on cybersecurity and risks related to data privacy Description Of Risks To Which Plan Exposes Entity,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,45.1078,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,45.1078,Remarks For Assurance Of Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,39.1091,Assurer Has Assured Whether The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,38.8711,High Confidence,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,48.1126,0.6121,0.0,Weak Match - Review
Q213,Does the company’s policy on cybersecurity and risks related to data privacy extend to its value chain partners,Does the company’s policy on cybersecurity and risks related to data privacy extend to its value chain partners Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,30.5925,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,30.5925,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,29.914,Remarks For Assurance Of Whether The Enlisted Policies Extend To Your Value Chain Partners,25.873,Ambiguous,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,41.9635,0.7802,0.0,Failed Verification
Q214,Provide number of instances of data breaches along with their impact on the company,Provide number of instances of data breaches along with their impact on the company Number Of Employees In The Company At The End Of The Financial Year,Number Of Instances Of Data Breaches Along With Impact,42.73,Number Of Instances Of Data Breaches Along With Impact,42.73,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,39.6803,Assurance Sub Type For Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,39.4833,High Confidence,Number Of Instances Of Data Breaches Along With Impact,43.6116,0.6917,0.0,Weak Match - Review
Q215,Does the company conduct cybersecurity assessment by a third party,Does the company conduct cybersecurity assessment by a third party Whether These Are In Accordance With The Books Of Accounts Maintained By The Company Explanatory,Water Discharge By Sent To Third Parties With Treatment,16.2706,Water Discharge By Sent To Third Parties With Treatment,16.2706,Water Discharge By Sent To Third Parties With Treatment - Previous Year,15.1228,Energy Intensity The Relevant Metric May Be Selected By The Entity,14.8613,Low Confidence,Water Discharge By Sent To Third Parties With Treatment,13.3845,0.7519,0.0,Failed Verification
Q216,"Does the entity comply with ISO 27001:2013, ISO 22301:2019 OR PCI DSS standards to safeguard the customer data","Does the entity comply with ISO 27001:2013, ISO 22301:2019 OR PCI DSS standards to safeguard the customer data ISO Country Code Of Place Of Maintenance Of Computer Servers Storing Accounting Data",Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,22.9404,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,22.9404,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,22.2674,Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,22.1767,Ambiguous,Whether Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers Is Assured By Assurer,18.1787,0.7697,0.0,Failed Verification
Q217,Does the organisation conduct training on data privacy and awareness programs for information security to its customers/employees,Does the organisation conduct training on data privacy and awareness programs for information security to its customers/employees Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Remarks For Assurance Of Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,24.9953,Web Link Of The Policy On Cyber Security And Risks Related To Data Privacy,26.9121,Does The Entity Have AFramework Or Policy On Cyber Security And Risks Related To Data Privacy,26.555,Remarks For Assurance Of Data Breaches Information Like Number Of Instances Of Data Breaches Along With Impact And Percentage Of Data Breaches Involving Personally Identifiable Information Of Customers,25.6587,Ambiguous,Remarks For Assurance Of Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker,29.8146,0.7418,0.0,Failed Verification
Q218,Does the company have a communication plan for engaging with the communities affected with aircraft noise,Does the company have a communication plan for engaging with the communities affected with aircraft noise Whether These Are In Accordance With The Books Of Accounts Maintained By The Company Explanatory,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,21.0085,Does The Entity Have ABusiness Continuity And Disaster Management Plan,21.1766,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,21.0085,Assurance Sub Type For Whether The Entity Have ABusiness Continuity And Disaster Management Plan,19.5249,Ambiguous,Remarks For Assurance Of Whether The Entity Have ABusiness Continuity And Disaster Management Plan,20.5562,0.7192,0.0,Failed Verification
Q219,Does the company comply with Maritime Labour Convention adopted by International Labour Organisation in 2006,Does the company comply with Maritime Labour Convention adopted by International Labour Organisation in 2006 Site Labour Supervision Cost Contracts,Percentage Of Forced Labour Or Involuntary Labour Of Value Chain Partners P5,15.9938,Percentage Of Forced Labour Or Involuntary Labour Of Value Chain Partners P5,15.9938,Percentage Of Child Labour Of Value Chain Partners P5,14.7801,Percentage Of Working Conditions Of Value Chain Partners P3,14.0825,Low Confidence,Percentage Of Forced Labour Or Involuntary Labour Of Value Chain Partners P5,27.2116,0.7119,0.0,Failed Verification
Q220,Is the company’s training centre for its seafarers certified or has got validated by any institution,Is the company’s training centre for its seafarers certified or has got validated by any institution Disclosure In Auditors Report Relating To Fraud By The Company Or On The Company By Its Officers Or Its Employees Reported During Period,Whether Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker Is Assured By Assurer,20.515,Whether Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker Is Assured By Assurer,20.515,Whether Name And Contact Details Of The Contact Person In Case Of Any Queries On The BRSRReport Is Assured By Assurer,19.5735,Whether The Entity Has Undertaken Any Specific Initiatives Or Used Innovative Technology Or Solutions To Improve Resource Efficiency Is Assured By Assurer,19.1034,Ambiguous,Whether Percentage Coverage By Training And Awareness Programs On Any Of The Principles During The Financial Year For BODOr KMPOr Employee Or Worker Is Assured By Assurer,26.8778,0.7427,0.0,Failed Verification
Q221,Does the company have agreements which safeguard the wellbeing of farm workers through the Agricultural Labour Practices Code,Does the company have agreements which safeguard the wellbeing of farm workers through the Agricultural Labour Practices Code Number Of Employees In The Company At The End Of The Financial Year,Number Of Complaints Pending Resolution At The End Of Year - Forced Labour Or Involuntary Labour Member,23.9551,Number Of Complaints Pending Resolution At The End Of Year - Forced Labour Or Involuntary Labour Member,23.9551,Number Of Complaints Pending Resolution At The End Of Year - Forced Labour Or Involuntary Labour Member - Previous Year,23.6176,Number Of Complaints Pending Resolution At The End Of Year - Child Labour Member,23.3646,Ambiguous,Number Of Complaints Pending Resolution At The End Of Year - Forced Labour Or Involuntary Labour Member,28.6988,0.6667,0.0,Weak Match - Review
